contentId,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-72844094766108869,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",A saga do jovem CEO da Dasa,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Black Friday salva o ano do e-commerce,Dasa compra rede de laboratórios SalomãoZoppi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
6009447229221815725,[Tools] How to Record your Desktop Screen with YouTube,Slack swips at Skype with video calls and reaction emoji,My Approach to Mobile Accessibility Testing - Ministry of Testing,Hype Driven Development,Hype Driven Development,Building a Facebook Chat Bot with Node and Heroku
2379460324923679020,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Como o Trello foi de 4 a 17 milhões de usuários
5701873751630396950,Apresentação da nova placa de desenvolvimento Arduino MKRZero -,Comunicação entre Arduino e ROS através do pacote rosserial_arduino,"STEMTera, uma protoboard com Arduino Uno embutido",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost
7065704533945771463,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,Nubank pode fechar as portas se BC confirmar mudança amanhã,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se",Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento
-1663441888197894674,Nubank pode fechar as portas se BC confirmar mudança amanhã,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,A saga do jovem CEO da Dasa
8833747781388133494,"Sem fazer alarde, a série",Kaol Porfírio luta como uma garota! - Think Olga,Kaol Porfírio luta como uma garota! - Think Olga,"SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-2715495584815099454,Improving Drupal 8's API-first: JSON API and OAuth2?,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The investment case for employing a Drupal core contributor - Dries Buytaert,Dries Distributions remain a growing opportunity for Drupal - Buytaert,2. Why Drupal is ideal for ecommerce,0. The case for Drupal and Commerce
-2462651558329037716,Curso mbed na KL25Z - Primeiros passos - Embarcados,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Como o Trello foi de 4 a 17 milhões de usuários,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-4608017393995766765,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,Graphene-based Antenna Still Looking for Path to Commercialization,Road to Polymer 2.0,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",How Mobile Health Apps and Wearables Could Actually Make People Sicker,Home-Made Twitter and Gmail Notifications with PHP and Arduino
8659918766210334195,5 Latin Trends for 2017 | TrendWatching,5 Asian Trends for 2017,BACK FROM THE DEAD - TrendWatching,trendwatching.com | 5 Trends for 2017 | TrendWatching,"Cross-industry innovations for agriculture | Deloitte Australia | Consumer & Industrial products, Technology",Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership
-4738242186452730534,A compra de alimentos online é nova fronteira do e-commerce mundial,Especialistas trazem tendências de UX para 2017 - KingHost,Black Friday salva o ano do e-commerce,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-7655127094029937288,BMW mostra conceito de tela touch flutuante em painéis automotivos,Especialistas trazem tendências de UX para 2017 - KingHost,TI Bimodal? Receita para o desastre...,"SINAIS do FUTURO imediato: #1, internet das coisas",Black Friday salva o ano do e-commerce,O que é benchmarking? Veja quando um concorrente se torna inspiração!
457505998997890101,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Nubank pode fechar as portas se BC confirmar mudança amanhã,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se"
1580124381109623727,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,A saga do jovem CEO da Dasa,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O manual do deboísta corporativo
4866620033136147586,Siemens and General Electric gear up for the internet of things,GE Digital snags ServiceMax for $915 million,Lessons from Becoming a Data-Driven Organization,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",The new tech talent you need to succeed in digital,The Competitive Landscape for Machine Intelligence
4644184613269860655,Smirnoff lança primeiro destilado em embalagem Tetrapak do Brasil,Black Friday salva o ano do e-commerce,A saga do jovem CEO da Dasa,Como o Trello foi de 4 a 17 milhões de usuários,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost
2050138727387005412,"Dasa anuncia compra do laboratório Leme, da Bahia",Dasa compra rede de laboratórios SalomãoZoppi,Dasa compra maior rede de laboratórios do Nordeste,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",A saga do jovem CEO da Dasa,Sophia Genetics chega à América Latina para democratizar a Data-Driven Medicine
7039033478836344543,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi",A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,Black Friday salva o ano do e-commerce,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
2438237966002226084,Jira - A Necessary Evil?,Introducing JIRA Software for iPhone,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,4 essential how-tos for dealing with scope creep,12 Agile principles,Scrum Community - Scrum Alliance
-8933526098329881084,RecyclerView Prefetch - Google Developers,Advanced Android Espresso,How to build cross-platform mobile apps using nothing more than a JSON markup,Using DiffUtil in Android RecyclerView,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Pury - New Way to Profile Your Android Application
9026402401132606773,Building interfaces with ConstraintLayout - Google Developers,ConstraintLayout - Part 1,How to build cross-platform mobile apps using nothing more than a JSON markup,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,Advanced Android Espresso,RecyclerView Prefetch - Google Developers
-1415040208471067980,"Google Cloud Platform icons and sample architectural diagrams, for your designing pleasure",8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons,Introducing Google Cloud Shell's new code editor,"Google Cloud Machine Learning family grows with new API, editions and pricing",Centrally manage all your Google Cloud resources with Cloud Resource Manager
6214107032842332406,A Arte de Fazer o Dobro do Trabalho na Metade do Tempo sem Scrum,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Especialistas trazem tendências de UX para 2017 - KingHost
1954991916791271993,"Goal Setting: Don't Lose Motivation! "" Mind Tools Blog",Former Google career coach shares a visual trick for figuring out what to do with your life,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",3 Pillars of the Most Successful Tech Products,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,13 Killer SEO Copywriting Tips (With Examples and A/B Tests)
362899217568283146,Creating Code Coverage Reports for Unit and Integration Tests With the JaCoCo Maven Plugin,Don't document your code. Code your documentation.,Expanding our IDE support with a new Eclipse plugin for App Engine,Tailoring your integration approach to specific deals,15 Awesome Sublime Text Plugins For Web Development,What to look for in a code review 
672199059798181601,Labelling automated builds on Docker Hub - Microscaling Systems,"Use Docker to build, test and push your Artifacts",Introducing Docker for Windows Server 2016 - Docker Blog,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,"Docker - Build, Ship, and Run Any App, Anywhere",Testing a new Drupal 8 installation with 2 Docker commands
-6851896696719147400,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,Google lança experimentos com inteligência artificial | Google Discovery,"A.I. Duet, crie melodias usando o aprendizado de máquina do Google | Google Discovery",Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Inteligência artificial do Google aprende a aprimorar fotos como nos filmes | Google Discovery,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery
